AFFGEOID,name,pop_total,pov_count,rate
0500000US05101,"Newton County, Arkansas",7745,60,0.7746933505487411
0500000US05103,"Ouachita County, Arkansas",23430,135,0.5761843790012804
0500000US05105,"Perry County, Arkansas",10228,45,0.4399687133359405
0500000US05107,"Phillips County, Arkansas",18420,102,0.5537459283387622
0500000US05109,"Pike County, Arkansas",10552,109,1.0329795299469293
0500000US05111,"Poinsett County, Arkansas",23313,170,0.7292068802813881
0500000US05113,"Polk County, Arkansas",19949,95,0.47621434658378864
0500000US05115,"Pope County, Arkansas",60232,374,0.6209323947403373
0500000US05117,"Prairie County, Arkansas",7978,79,0.9902231135622963
0500000US05119,"Pulaski County, Arkansas",386238,555,0.14369378466127103
0500000US05121,"Randolph County, Arkansas",17229,220,1.27691682628127
0500000US05123,"St. Francis County, Arkansas",22438,314,1.3994117122738212
0500000US05125,"Saline County, Arkansas",117845,356,0.3020917306631592
0500000US05127,"Scott County, Arkansas",10283,96,0.9335796946416416
0500000US05129,"Searcy County, Arkansas",7778,84,1.0799691437387504
0500000US05131,"Sebastian County, Arkansas",125802,368,0.2925231713327292
0500000US05133,"Sevier County, Arkansas",16872,136,0.8060692271218587
0500000US05135,"Sharp County, Arkansas",16828,168,0.9983361064891847
0500000US05137,"Stone County, Arkansas",12350,88,0.7125506072874493
0500000US05139,"Union County, Arkansas",38998,171,0.4384840248217857
0500000US05141,"Van Buren County, Arkansas",16431,88,0.535573002251841
0500000US05143,"Washington County, Arkansas",224112,644,0.28735632183908044
0500000US05145,"White County, Arkansas",74839,404,0.5398254920562808
0500000US05147,"Woodruff County, Arkansas",6330,143,2.259083728278041
0500000US05149,"Yell County, Arkansas",21161,116,0.5481782524455366
0500000US06001,"Alameda County, California",1630291,1132,0.06943545661480068
0500000US06003,"Alpine County, California",1039,161,15.495668912415784
0500000US06005,"Amador County, California",34700,291,0.8386167146974063
0500000US06007,"Butte County, California",220091,535,0.24308127092884305
0500000US06009,"Calaveras County, California",45051,151,0.3351756897738119
0500000US06011,"Colusa County, California",21273,51,0.23974051614722885
0500000US06013,"Contra Costa County, California",1132877,689,0.060818606079918645
0500000US06015,"Del Norte County, California",24448,311,1.2720876963350785
0500000US06017,"El Dorado County, California",186608,391,0.20953013804338505
0500000US06019,"Fresno County, California",968001,734,0.07582636794796699
0500000US06021,"Glenn County, California",27522,177,0.6431218661434489
0500000US06023,"Humboldt County, California",132584,520,0.3922041875339407
0500000US06025,"Imperial County, California",170621,549,0.3217657849854355
0500000US06027,"Inyo County, California",17562,71,0.4042819724404965
0500000US06029,"Kern County, California",857145,1251,0.1459496351259122
0500000US06031,"Kings County, California",135855,688,0.5064222884693239
0500000US06033,"Lake County, California",63157,268,0.4243393448073848
0500000US06035,"Lassen County, California",21010,425,2.02284626368396
0500000US06037,"Los Angeles County, California",9928773,3068,0.030900092085900242
0500000US06039,"Madera County, California",146837,631,0.4297282020199269
0500000US06041,"Marin County, California",253869,478,0.1882860845554203
0500000US06043,"Mariposa County, California",17221,111,0.6445618721328611
0500000US06045,"Mendocino County, California",85684,240,0.28009896830213343
0500000US06047,"Merced County, California",265217,1132,0.42682030186601916
0500000US06049,"Modoc County, California",8603,112,1.3018714401952807
0500000US06051,"Mono County, California",14190,116,0.8174770965468641
0500000US06053,"Monterey County, California",416284,1477,0.35480585369603446
0500000US06055,"Napa County, California",136360,455,0.3336755646817248
0500000US06057,"Nevada County, California",98185,217,0.2210113561134593
0500000US06059,"Orange County, California",3130730,1445,0.04615536951445829
0500000US06061,"Placer County, California",382208,693,0.18131488613529806
0500000US06063,"Plumas County, California",18334,56,0.3054434384204211
0500000US06065,"Riverside County, California",2373706,3634,0.15309393833945736
0500000US06067,"Sacramento County, California",1504340,1171,0.07784144541792413
0500000US06069,"San Benito County, California",60052,143,0.23812695663758074
0500000US06071,"San Bernardino County, California",2091206,2239,0.10706740512412453
0500000US06073,"San Diego County, California",3234305,2332,0.072102043561136
0500000US06075,"San Francisco County, California",861359,977,0.11342541263282789
0500000US06077,"San Joaquin County, California",726994,919,0.126410946995436
0500000US06079,"San Luis Obispo County, California",266098,950,0.35701132665408986
0500000US06081,"San Mateo County, California",761226,620,0.08144755959465388
0500000US06083,"Santa Barbara County, California",425052,876,0.20609243104373112
0500000US06085,"Santa Clara County, California",1896320,1475,0.07778223084711441
0500000US06087,"Santa Cruz County, California",262224,643,0.24521020196473245
0500000US06089,"Shasta County, California",176274,581,0.32960050829957904
0500000US06091,"Sierra County, California",3013,160,5.310321938267507
0500000US06093,"Siskiyou County, California",43074,158,0.36681060500533963
0500000US06095,"Solano County, California",430780,616,0.14299642508937277
0500000US06097,"Sonoma County, California",492490,701,0.14233791549066985
0500000US06099,"Stanislaus County, California",538643,478,0.08874152267828599
0500000US06101,"Sutter County, California",94914,265,0.2792001180015593
0500000US06103,"Tehama County, California",63142,222,0.3515884831015806
0500000US06105,"Trinity County, California",12463,100,0.8023750300890636
0500000US06107,"Tulare County, California",456186,659,0.14445861994888048
0500000US06109,"Tuolumne County, California",50532,333,0.6589883638090716
0500000US06111,"Ventura County, California",835220,935,0.11194655300399894
0500000US06113,"Yolo County, California",209222,539,0.2576210914722161
0500000US06115,"Yuba County, California",74761,378,0.5056112144032316
0500000US08001,"Adams County, Colorado",499315,567,0.11355557113245146
0500000US08003,"Alamosa County, Colorado",14993,260,1.734142599879944
0500000US08005,"Arapahoe County, Colorado",637457,873,0.1369504139102716
0500000US08007,"Archuleta County, Colorado",13150,33,0.2509505703422053
0500000US08009,"Baca County, Colorado",3437,83,2.414896712249054
0500000US08011,"Bent County, Colorado",3985,240,6.022584692597239
0500000US08013,"Boulder County, Colorado",310784,666,0.21429674629324544
0500000US08014,"Broomfield County, Colorado",67549,195,0.2886793290796311
0500000US08015,"Chaffee County, Colorado",18213,272,1.4934387525393948
0500000US08017,"Cheyenne County, Colorado",1983,181,9.127584467977812
0500000US08019,"Clear Creek County, Colorado",9344,110,1.1772260273972603
0500000US08021,"Conejos County, Colorado",8089,16,0.19779948077636297
0500000US08023,"Costilla County, Colorado",3745,12,0.32042723631508674
0500000US08025,"Crowley County, Colorado",4802,176,3.6651395251978345
0500000US08027,"Custer County, Colorado",4731,48,1.014584654407102
0500000US08029,"Delta County, Colorado",29329,222,0.7569300010228784
0500000US08031,"Denver County, Colorado",693555,898,0.12947783521133868
0500000US08033,"Dolores County, Colorado",1857,186,10.016155088852988
0500000US08035,"Douglas County, Colorado",334706,316,0.09441121461820225
0500000US08037,"Eagle County, Colorado",54401,231,0.4246245473428797
0500000US08039,"Elbert County, Colorado",25553,76,0.29742104645247136
0500000US08041,"El Paso County, Colorado",680092,815,0.11983672797209789
0500000US08043,"Fremont County, Colorado",36119,933,2.5831279935767877
0500000US08045,"Garfield County, Colorado",58115,214,0.36823539533683214
0500000US08047,"Gilpin County, Colorado",5856,142,2.424863387978142
0500000US08049,"Grand County, Colorado",15219,46,0.3022537617451869
0500000US08051,"Gunnison County, Colorado",16075,91,0.5660964230171073
0500000US08053,"Hinsdale County, Colorado",857,111,12.95215869311552
0500000US08055,"Huerfano County, Colorado",6510,130,1.9969278033794162
0500000US08057,"Jackson County, Colorado",1255,128,10.199203187250996
0500000US08059,"Jefferson County, Colorado",565382,730,0.12911624353092246
0500000US08061,"Kiowa County, Colorado",1460,127,8.698630136986301
0500000US08063,"Kit Carson County, Colorado",6951,420,6.042296072507553
0500000US08065,"Lake County, Colorado",7627,57,0.7473449586993576
0500000US08067,"La Plata County, Colorado",53782,283,0.5261983563273958
0500000US08069,"Larimer County, Colorado",335018,648,0.19342244297321337
0500000US08071,"Las Animas County, Colorado",13368,338,2.528426092160383
0500000US08073,"Lincoln County, Colorado",3488,831,23.82454128440367
0500000US08075,"Logan County, Colorado",21500,215,1
0500000US08077,"Mesa County, Colorado",147871,394,0.26644845845365217
0500000US08079,"Mineral County, Colorado",824,112,13.592233009708737
0500000US08081,"Moffat County, Colorado",13003,86,0.6613858340382989
0500000US08083,"Montezuma County, Colorado",25795,91,0.35278154681139756
0500000US08085,"Montrose County, Colorado",41191,182,0.4418440921560535
0500000US08087,"Morgan County, Colorado",28063,159,0.5665823326087731
0500000US08089,"Otero County, Colorado",17857,123,0.6888055104440836
0500000US08091,"Ouray County, Colorado",4789,8,0.16704948841094175
0500000US08093,"Park County, Colorado",17684,123,0.695543994571364
0500000US08095,"Phillips County, Colorado",4210,76,1.8052256532066508
0500000US08097,"Pitkin County, Colorado",17846,56,0.3137958085845568
0500000US08099,"Prowers County, Colorado",11681,105,0.8988956424963616
0500000US08101,"Pueblo County, Colorado",161900,394,0.24336009882643608
0500000US08103,"Rio Blanco County, Colorado",6026,112,1.8586126783936274
0500000US08105,"Rio Grande County, Colorado",11137,75,0.6734309059890455
0500000US08107,"Routt County, Colorado",24781,141,0.5689843024898107
0500000US08109,"Saguache County, Colorado",6564,29,0.4418037781840341
0500000US08111,"San Juan County, Colorado",589,102,17.31748726655348
0500000US08113,"San Miguel County, Colorado",8024,27,0.3364905284147557
0500000US08115,"Sedgwick County, Colorado",2284,51,2.23292469352014
0500000US08117,"Summit County, Colorado",30524,64,0.20967107849561
0500000US08119,"Teller County, Colorado",24289,168,0.6916711268475442
0500000US08121,"Washington County, Colorado",4547,133,2.9250054981306355
0500000US08123,"Weld County, Colorado",298294,598,0.2004733584986624
0500000US08125,"Yuma County, Colorado",9708,169,1.7408323032550472
0500000US09001,"Fairfield County, Connecticut",926424,800,0.08635354869908379
0500000US09003,"Hartford County, Connecticut",872105,921,0.1056065496700512
0500000US09005,"Litchfield County, Connecticut",179809,386,0.21467223553882173
0500000US09007,"Middlesex County, Connecticut",157700,516,0.3272035510462904
0500000US09009,"New Haven County, Connecticut",831151,900,0.10828357302102747
0500000US09011,"New London County, Connecticut",255691,614,0.2401335987578757
0500000US09013,"Tolland County, Connecticut",136003,635,0.46690146540885125
0500000US09015,"Windham County, Connecticut",111204,505,0.4541203553828999
0500000US10001,"Kent County, Delaware",171048,634,0.3706561900753005
0500000US10003,"New Castle County, Delaware",539034,910,0.16882051967037331
0500000US10005,"Sussex County, Delaware",220682,372,0.168568347214544
0500000US11001,"District of Columbia, District of Columbia",659676,399,0.06048423771669729
0500000US12001,"Alachua County, Florida",251017,905,0.3605333503308541
0500000US12003,"Baker County, Florida",25110,625,2.489048187972919
0500000US12005,"Bay County, Florida",179751,382,0.21251620296966361
0500000US12007,"Bradford County, Florida",23427,738,3.1502112946600076
0500000US12009,"Brevard County, Florida",578893,823,0.1421678963124446
0500000US12011,"Broward County, Florida",1909208,1362,0.07133848171597856
0500000US12013,"Calhoun County, Florida",12321,266,2.158915672429186
0500000US12015,"Charlotte County, Florida",177251,349,0.19689592724441612
0500000US12017,"Citrus County, Florida",142358,415,0.2915185658691468
0500000US12019,"Clay County, Florida",209390,441,0.2106117770667176
0500000US12021,"Collier County, Florida",367773,572,0.15553072139607857
0500000US12023,"Columbia County, Florida",64977,365,0.5617372300968035
0500000US12027,"DeSoto County, Florida",35018,404,1.153692386772517
0500000US12029,"Dixie County, Florida",14865,201,1.3521695257315842
0500000US12031,"Duval County, Florida",914959,1320,0.14426875958376278
0500000US12033,"Escambia County, Florida",295356,1080,0.3656604233535124
0500000US12035,"Flagler County, Florida",108721,283,0.2602992982036589
0500000US12037,"Franklin County, Florida",10209,182,1.7827407189734548
0500000US12039,"Gadsden County, Florida",42513,512,1.2043374967656952
0500000US12041,"Gilchrist County, Florida",16456,276,1.6771998055420516
0500000US12043,"Glades County, Florida",12285,167,1.3593813593813593
0500000US12045,"Gulf County, Florida",13132,214,1.62960706670728
0500000US12047,"Hamilton County, Florida",11014,506,4.5941528963137825
0500000US12049,"Hardee County, Florida",25304,202,0.7982927600379386
0500000US12051,"Hendry County, Florida",40156,143,0.35611116645084173
0500000US12053,"Hernando County, Florida",183763,446,0.24270391754596957
0500000US12055,"Highlands County, Florida",101823,339,0.33293067381632835
0500000US12057,"Hillsborough County, Florida",1401615,1155,0.08240494001562483
0500000US12059,"Holmes County, Florida",17562,234,1.3324222753672703
0500000US12061,"Indian River County, Florida",152398,313,0.2053832727463615
0500000US12063,"Jackson County, Florida",40131,493,1.2284767386808204
0500000US12065,"Jefferson County, Florida",12007,211,1.7573082368618307
0500000US12067,"Lafayette County, Florida",7106,186,2.6175063326766113
0500000US12069,"Lake County, Florida",341621,468,0.13699392016298764
0500000US12071,"Lee County, Florida",728258,1427,0.19594704074654862
0500000US12073,"Leon County, Florida",276964,1327,0.47912364061755314
0500000US12075,"Levy County, Florida",40039,110,0.27473213616723696
0500000US12077,"Liberty County, Florida",6941,200,2.881429188877683
0500000US12079,"Madison County, Florida",16265,256,1.5739317553027974
0500000US12081,"Manatee County, Florida",379744,446,0.1174475436083256
0500000US12083,"Marion County, Florida",343041,878,0.25594608224672855
0500000US12085,"Martin County, Florida",155919,349,0.22383417030637703
0500000US12086,"Miami-Dade County, Florida",2661642,1688,0.06341949818946349
0500000US12087,"Monroe County, Florida",74532,247,0.3314012773037085
0500000US12089,"Nassau County, Florida",82281,212,0.2576536502959371
0500000US12091,"Okaloosa County, Florida",197770,522,0.263942964049148
0500000US12093,"Okeechobee County, Florida",37948,342,0.9012332665753137
0500000US12095,"Orange County, Florida",1316191,2096,0.15924740406217638
0500000US12097,"Osceola County, Florida",349593,458,0.13100948817625066
0500000US12099,"Palm Beach County, Florida",1444645,982,0.06797517729269129
0500000US12101,"Pasco County, Florida",516444,717,0.13883402653530683
0500000US12103,"Pinellas County, Florida",950026,960,0.10104986600366728
0500000US12105,"Polk County, Florida",672585,910,0.13529888415590594
0500000US12107,"Putnam County, Florida",71761,359,0.5002717353437104
0500000US12109,"St. Johns County, Florida",241882,519,0.21456743370734493
0500000US12111,"St. Lucie County, Florida",310031,584,0.18836825994819872
0500000US12113,"Santa Rosa County, Florida",167968,679,0.4042436654600876
0500000US12115,"Sarasota County, Florida",413732,572,0.13825374880357333
0500000US12117,"Seminole County, Florida",457214,671,0.14675841072233134
0500000US12119,"Sumter County, Florida",115461,612,0.530049107490841
0500000US12121,"Suwannee County, Florida",42122,285,0.6766060490954845
0500000US12123,"Taylor County, Florida",17873,304,1.7008896100262967
0500000US12125,"Union County, Florida",9535,733,7.687467226009439
0500000US12127,"Volusia County, Florida",526354,1073,0.20385520011247182
0500000US12129,"Wakulla County, Florida",28878,275,0.9522820139898885
0500000US12131,"Walton County, Florida",66214,372,0.5618147219621228
0500000US12133,"Washington County, Florida",21909,340,1.5518736592268016
0500000US13001,"Appling County, Georgia",17975,164,0.9123783031988874
0500000US13003,"Atkinson County, Georgia",8200,30,0.3658536585365854
0500000US13005,"Bacon County, Georgia",10465,208,1.9875776397515528
0500000US13007,"Baker County, Georgia",3132,13,0.41507024265644954
0500000US13009,"Baldwin County, Georgia",41144,711,1.7280769978611707
0500000US13011,"Banks County, Georgia",18682,26,0.13917139492559683
0500000US13013,"Barrow County, Georgia",78558,160,0.2036711728913669
0500000US13015,"Bartow County, Georgia",103524,289,0.2791623198485375
0500000US13017,"Ben Hill County, Georgia",16630,171,1.0282621767889357
0500000US13019,"Berrien County, Georgia",18867,136,0.7208353209307257
0500000US13021,"Bibb County, Georgia",146526,496,0.33850647666625716
0500000US13023,"Bleckley County, Georgia",11255,309,2.7454464682363393
0500000US13025,"Brantley County, Georgia",18606,114,0.6127055788455337
0500000US13027,"Brooks County, Georgia",15442,76,0.4921642274316798
0500000US13029,"Bryan County, Georgia",36797,160,0.4348180558197679
0500000US13031,"Bulloch County, Georgia",67645,918,1.3570847808411561
0500000US13033,"Burke County, Georgia",22241,129,0.5800098916415629
0500000US13035,"Butts County, Georgia",21124,276,1.3065707252414316
0500000US13037,"Calhoun County, Georgia",4412,174,3.943789664551224
0500000US13039,"Camden County, Georgia",51251,298,0.5814520692279175
0500000US13043,"Candler County, Georgia",10526,100,0.9500285008550257
0500000US13045,"Carroll County, Georgia",113379,384,0.3386870584499775
0500000US13047,"Catoosa County, Georgia",65979,220,0.3334394276966914
0500000US13049,"Charlton County, Georgia",11825,232,1.9619450317124736
0500000US13051,"Chatham County, Georgia",275812,1075,0.3897582411207634
0500000US13053,"Chattahoochee County, Georgia",7161,482,6.730903505097054
0500000US13055,"Chattooga County, Georgia",22778,323,1.4180349460005268
0500000US13057,"Cherokee County, Georgia",245524,334,0.13603558104299376
0500000US13059,"Clarke County, Georgia",115200,650,0.564236111111111
0500000US13061,"Clay County, Georgia",2898,75,2.587991718426501
0500000US13063,"Clayton County, Georgia",277434,727,0.2620443060331466
0500000US13065,"Clinch County, Georgia",6594,71,1.0767364270548985
0500000US13067,"Cobb County, Georgia",739621,828,0.11194922805058266
0500000US13069,"Coffee County, Georgia",39031,598,1.5321154979375369
0500000US13071,"Colquitt County, Georgia",44708,287,0.6419432763711193
